u,v,weight
379,380,44
72,73,23
434,435,48
67,68,48
315,316,48
44,45,42
320,321,49
375,376,48
352,353,40
8,9,46
40,41,47
412,413,49
316,317,42
293,294,45
343,344,48
353,354,41
408,409,47
463,464,50
385,386,41
257,258,50
41,42,48
96,97,8
18,19,45
73,74,37
294,295,46
349,350,44
376,377,47
14,15,50
386,387,46
441,442,29
9,10,47
170,171,50
290,291,42
74,75,49
0,181,2
317,318,40
327,328,43
382,383,47
437,438,46
15,16,48
409,410,47
47,48,47
419,420,44
42,43,42
323,324,45
318,319,42
295,296,44
350,351,44
134,135,50
360,361,50
415,416,45
38,39,49
144,145,50
264,265,50
48,49,45
442,443,29
80,81,45
259,260,50
291,292,43
75,76,49
236,237,50
356,357,46
85,86,44
411,412,49
351,352,45
383,384,28
232,233,50
71,72,46
16,17,48
443,444,49
81,82,50
136,137,50
292,293,43
347,348,48
324,325,44
12,13,27
384,385,35
22,23,35
77,78,46
416,417,50
439,440,49
233,234,50
210,211,50
49,50,44
325,326,50
380,381,47
109,110,50
357,358,47
13,14,41
45,46,43
417,418,50
55,56,50
449,450,50
321,322,46
50,51,42
298,299,49
82,83,50
358,359,48
51,52,41
413,414,49
390,391,50
142,143,50
46,47,46
23,24,46
78,79,47
299,300,44
83,84,47
354,355,50
331,332,48
326,327,46
19,20,44
1,188,13
391,392,49
235,236,50
423,424,49
24,25,50
79,80,48
56,57,48
322,323,49
332,333,47
387,388,49
116,117,50
364,365,45
20,21,49
359,360,50
52,53,45
414,415,49
424,425,41
328,329,47
57,58,46
167,168,50
111,267,2
89,90,32
461,462,50
300,301,50
355,356,50
365,366,49
420,421,46
53,54,48
30,31,47
296,297,48
25,26,49
306,307,48
90,91,27
361,362,47
333,334,48
26,27,44
388,389,49
398,399,49
237,238,50
21,22,42
302,303,48
31,32,49
86,87,48
297,298,48
435,436,46
329,330,48
339,340,49
394,395,45
17,18,47
485,486,50
389,390,50
27,28,44
178,179,50
421,422,48
238,239,50
431,432,41
486,487,50
54,55,48
335,336,50
64,65,28
426,427,48
330,331,49
307,308,49
362,363,29
427,428,47
422,423,49
5,6,40
60,61,49
303,304,43
87,88,20
248,249,50
363,364,38
1,2,50
418,419,50
340,341,48
395,396,49
97,290,18
28,29,49
400,401,31
93,94,50
304,305,42
88,89,27
336,337,50
120,121,50
281,282,50
396,397,49
428,429,48
245,246,50
29,30,46
84,85,46
61,62,49
433,434,50
337,338,41
392,393,45
314,315,48
369,370,45
186,187,50
2,3,48
374,375,49
429,430,48
62,63,50
310,311,40
94,95,50
305,306,45
370,371,47
425,426,37
402,403,49
3,4,45
58,59,47
397,398,49
35,36,49
407,408,45
301,302,47
246,247,50
311,312,39
95,96,49
366,367,49
338,339,47
393,394,43
348,349,50
403,404,47
242,243,50
36,37,44
91,92,49
430,431,37
68,69,50
440,441,47
334,335,44
63,64,50
224,225,50
344,345,48
399,400,31
160,161,50
32,33,49
371,372,48
381,382,48
436,437,49
4,5,44
59,60,47
220,221,50
69,70,50
491,492,50
165,166,50
312,313,38
367,368,47
377,378,44
432,433,48
372,373,46
10,11,47
65,66,43
404,405,50
308,309,49
37,38,50
92,93,50
373,374,48
464,465,50
313,314,37
6,7,44
368,369,46
345,346,50
410,411,45
139,140,50
33,34,49
405,406,48
43,44,46
470,471,50
309,310,49
341,342,47
70,71,46
406,407,50
346,347,44
39,40,48
401,402,49
378,379,44
34,35,46
11,12,47
66,67,44
438,439,49
76,77,45
342,343,49
319,320,43
7,8,47
137,138,49
247,248,49
192,193,49
229,230,49
284,285,48
133,134,48
221,222,49
166,167,49
231,232,49
258,259,49
140,141,43
